ENSP00000354687	P03886
ENSP00000355046	P03891
ENSP00000354499	P00395
ENSP00000354876	P00403
ENSP00000355265	P03928
ENSP00000354632	P00846
ENSP00000354982	P00414
ENSP00000355206	P03897
ENSP00000354728	P03901
ENSP00000354961	P03905
ENSP00000354813	P03915
ENSP00000354665	P03923
ENSP00000354554	P00156
ENSP00000267889	A7MBM2
ENSP00000479726	Q6NZY7
ENSP00000282026	Q969Q4
ENSP00000476021	
ENSP00000483245	
ENSP00000479915	
ENSP00000481358	
ENSP00000372696	O96024
ENSP00000483146	
ENSP00000477586	A6NGB0
ENSP00000392407	P86480
ENSP00000371233	Q9H190
ENSP00000481838	Q8IVW1
ENSP00000371229	Q9H190
ENSP00000342935	Q9H190
ENSP00000487334	
ENSP00000354013	Q9H190
ENSP00000482789	Q8IVW1
ENSP00000486234	
ENSP00000485999	
ENSP00000485737	
ENSP00000486390	
ENSP00000481458	
ENSP00000215539	P35858
ENSP00000416683	P35858
ENSP00000456923	
ENSP00000039007	P00480
ENSP00000284881	Q9NYK6
ENSP00000383404	Q9NYK6
ENSP00000383403	Q9NYK6
ENSP00000385566	
ENSP00000486991	
ENSP00000480918	Q13572
ENSP00000483767	Q13572
ENSP00000331734	P57055
ENSP00000486579	
ENSP00000486466	
ENSP00000486255	
ENSP00000486971	
ENSP00000486438	
ENSP00000366178	Q9H4G1
ENSP00000395397	Q9P1U0
ENSP00000217939	Q9NR99
ENSP00000412369	Q9P1U0
ENSP00000391809	Q9P1U0
ENSP00000405636	Q9P1U0
ENSP00000388763	
ENSP00000461938	
ENSP00000344322	Q9UGH3
ENSP00000405671	
ENSP00000368637	Q9UGH3
ENSP00000396364	
ENSP00000325785	Q69YQ0
ENSP00000305613	O14810
ENSP00000425960	
ENSP00000439633	Q69YQ0
ENSP00000421947	
ENSP00000414354	
ENSP00000216727	Q86U42
ENSP00000393363	Q69YQ0
ENSP00000380446	Q86U42
ENSP00000451970	
ENSP00000450724	
ENSP00000266557	P26842
ENSP00000451592	
ENSP00000486886	
ENSP00000215855	P26998
ENSP00000367668	Q495T6
ENSP00000386123	
ENSP00000422492	Q495T6
ENSP00000425477	Q495T6
ENSP00000479987	O75175
ENSP00000487462	
ENSP00000475816	P56556
ENSP00000485886	
ENSP00000482113	
ENSP00000478247	
ENSP00000478328	
ENSP00000477879	
ENSP00000370808	P12236
ENSP00000483692	O75175
ENSP00000481527	
