met	id	time	conditon	well nr	Value
Phenylalanine	35	23.25	6	well 5	3.103356e+02
Phenylalanine	36	23.25	22	well 6	3.157247e+02
Phenylalanine	37	23.25	0	well 7	3.067904e+02
Phenylalanine	38	23.25	6	well 8	3.074923e+02
Phenylalanine	39	23.25	22	well 9	3.005687e+02
Phenylalanine	40	23.25	0	well 10	3.080859e+02
Phenylalanine	41	23.25	6	well 11	3.010194e+02
Phenylalanine	42	23.25	22	well 12	3.075003e+02
Phenylalanine	49	30.25	0	well 7	2.972068e+02
Phenylalanine	50	30.25	6	well 8	2.823009e+02
Phenylalanine	51	30.25	22	well 9	2.763695e+02
Phenylalanine	52	30.25	0	well 10	3.053302e+02
Phenylalanine	53	30.25	6	well 11	2.834504e+02
Phenylalanine	54	30.25	22	well 12	2.889822e+02
Phenylalanine	55	30.25	0	well 13	2.911704e+02
Phenylalanine	56	30.25	6	well 14	2.850571e+02
Phenylalanine	57	30.25	22	well 15	2.752571e+02
Phenylalanine	61	47.5	0	well 7	2.486525e+02
Phenylalanine	62	47.5	6	well 8	2.055511e+02
Phenylalanine	63	47.5	22	well 9	2.030638e+02
Phenylalanine	64	47.5	0	well 10	2.535850e+02
Phenylalanine	65	47.5	6	well 11	2.154615e+02
Phenylalanine	66	47.5	22	well 12	2.008057e+02
Phenylalanine	67	47.5	0	well 13	2.482637e+02
Phenylalanine	68	47.5	6	well 14	2.078135e+02
Phenylalanine	69	47.5	22	well 15	2.075384e+02
Ornithine	22	6.5	0	well 7	2.550020e+01
Ornithine	23	6.5	6	well 8	2.566710e+01
Ornithine	24	6.5	22	well 9	2.407300e+01
Ornithine	34	23.25	0	well 4	3.589860e+01
Ornithine	35	23.25	6	well 5	3.538910e+01
Ornithine	36	23.25	22	well 6	3.490630e+01
Ornithine	37	23.25	0	well 7	3.696420e+01
Ornithine	38	23.25	6	well 8	3.481990e+01
Ornithine	39	23.25	22	well 9	3.439260e+01
Ornithine	40	23.25	0	well 10	3.608750e+01
Ornithine	41	23.25	6	well 11	3.445300e+01
Ornithine	42	23.25	22	well 12	3.525510e+01
Ornithine	49	30.25	0	well 7	4.439740e+01
Ornithine	50	30.25	6	well 8	3.868630e+01
Ornithine	51	30.25	22	well 9	3.831160e+01
Ornithine	52	30.25	0	well 10	4.323460e+01
Ornithine	53	30.25	6	well 11	3.929330e+01
Ornithine	54	30.25	22	well 12	3.988990e+01
Ornithine	55	30.25	0	well 13	4.042880e+01
Ornithine	56	30.25	6	well 14	3.927190e+01
Ornithine	57	30.25	22	well 15	3.706540e+01
Ornithine	61	47.5	0	well 7	6.355820e+01
Ornithine	62	47.5	6	well 8	5.155080e+01
Ornithine	63	47.5	22	well 9	5.089550e+01
Ornithine	64	47.5	0	well 10	6.006210e+01
Ornithine	65	47.5	6	well 11	5.315790e+01
Ornithine	66	47.5	22	well 12	4.973490e+01
Ornithine	67	47.5	0	well 13	6.012090e+01
Ornithine	68	47.5	6	well 14	5.245270e+01
Ornithine	69	47.5	22	well 15	5.193370e+01
Lysine	22	6.5	0	well 7	6.743832e+02
Lysine	23	6.5	6	well 8	6.821575e+02
Lysine	24	6.5	22	well 9	6.583626e+02
Lysine	34	23.25	0	well 4	6.418410e+02
Lysine	35	23.25	6	well 5	6.310919e+02
Lysine	36	23.25	22	well 6	6.392682e+02
Lysine	37	23.25	0	well 7	6.217269e+02
Lysine	38	23.25	6	well 8	6.229778e+02
Lysine	39	23.25	22	well 9	6.094606e+02
Lysine	40	23.25	0	well 10	6.268811e+02
Lysine	41	23.25	6	well 11	6.135243e+02
Lysine	42	23.25	22	well 12	6.270999e+02
Lysine	49	30.25	0	well 7	6.188471e+02
Lysine	50	30.25	6	well 8	5.937414e+02
Lysine	51	30.25	22	well 9	5.837372e+02
Lysine	52	30.25	0	well 10	6.278546e+02
Lysine	53	30.25	6	well 11	5.998240e+02
Lysine	54	30.25	22	well 12	6.101174e+02
Lysine	55	30.25	0	well 13	6.028565e+02
Lysine	56	30.25	6	well 14	6.028282e+02
Lysine	57	30.25	22	well 15	5.784904e+02
Lysine	61	47.5	0	well 7	5.748830e+02
Lysine	62	47.5	6	well 8	5.100433e+02
Lysine	63	47.5	22	well 9	5.102182e+02
Lysine	64	47.5	0	well 10	5.773947e+02
Lysine	65	47.5	6	well 11	5.386436e+02
Lysine	66	47.5	22	well 12	5.082099e+02
Lysine	67	47.5	0	well 13	5.726847e+02
Lysine	68	47.5	6	well 14	5.230354e+02
Lysine	69	47.5	22	well 15	5.234259e+02
Histidine	22	6.5	0	well 7	1.731984e+02
Histidine	23	6.5	6	well 8	1.772416e+02
Histidine	24	6.5	22	well 9	1.693585e+02
Histidine	34	23.25	0	well 4	1.636909e+02
Histidine	35	23.25	6	well 5	1.608889e+02
Histidine	36	23.25	22	well 6	1.630811e+02
Histidine	37	23.25	0	well 7	1.584946e+02
Histidine	38	23.25	6	well 8	1.582402e+02
Histidine	39	23.25	22	well 9	1.552619e+02
Histidine	40	23.25	0	well 10	1.585865e+02
Histidine	41	23.25	6	well 11	1.557137e+02
Histidine	42	23.25	22	well 12	1.589676e+02
Histidine	49	30.25	0	well 7	1.553089e+02
Histidine	50	30.25	6	well 8	1.499719e+02
Histidine	51	30.25	22	well 9	1.461532e+02
Histidine	52	30.25	0	well 10	1.585721e+02
Histidine	53	30.25	6	well 11	1.518689e+02
Histidine	54	30.25	22	well 12	1.540722e+02
Histidine	55	30.25	0	well 13	1.526863e+02
Histidine	56	30.25	6	well 14	1.516170e+02
Histidine	57	30.25	22	well 15	1.457459e+02
Histidine	61	47.5	0	well 7	1.445263e+02
Histidine	62	47.5	6	well 8	1.259496e+02
Histidine	63	47.5	22	well 9	1.265930e+02
Histidine	64	47.5	0	well 10	1.447944e+02
Histidine	65	47.5	6	well 11	1.334153e+02
Histidine	66	47.5	22	well 12	1.248362e+02
Histidine	67	47.5	0	well 13	1.434633e+02
Histidine	68	47.5	6	well 14	1.285770e+02
Histidine	69	47.5	22	well 15	1.298574e+02
Tryptophan	22	6.5	0	well 7	8.151697e+01
Tryptophan	23	6.5	6	well 8	8.827521e+01
Tryptophan	24	6.5	22	well 9	8.151027e+01
Tryptophan	34	23.25	0	well 4	7.893368e+01
Tryptophan	35	23.25	6	well 5	7.893308e+01
Tryptophan	36	23.25	22	well 6	7.711298e+01
Tryptophan	37	23.25	0	well 7	7.714730e+01
Tryptophan	38	23.25	6	well 8	7.572027e+01
Tryptophan	39	23.25	22	well 9	7.252052e+01
Tryptophan	40	23.25	0	well 10	7.512859e+01
Tryptophan	41	23.25	6	well 11	7.369579e+01
Tryptophan	42	23.25	22	well 12	7.473088e+01
Tryptophan	49	30.25	0	well 7	7.306061e+01
Tryptophan	50	30.25	6	well 8	7.225592e+01
Tryptophan	51	30.25	22	well 9	6.775086e+01
Tryptophan	52	30.25	0	well 10	7.680674e+01
Tryptophan	53	30.25	6	well 11	7.348371e+01
Tryptophan	54	30.25	22	well 12	7.369607e+01
Tryptophan	55	30.25	0	well 13	7.501417e+01
Tryptophan	56	30.25	6	well 14	7.226490e+01
Tryptophan	57	30.25	22	well 15	7.119396e+01
Tryptophan	61	47.5	0	well 7	6.827826e+01
Tryptophan	62	47.5	6	well 8	5.792028e+01
Tryptophan	63	47.5	22	well 9	6.052919e+01
Tryptophan	64	47.5	0	well 10	7.238600e+01
Tryptophan	65	47.5	6	well 11	6.291704e+01
Tryptophan	66	47.5	22	well 12	5.904279e+01
Tryptophan	67	47.5	0	well 13	6.595425e+01
Tryptophan	68	47.5	6	well 14	5.909992e+01
Tryptophan	69	47.5	22	well 15	6.446440e+01
Arginine	22	6.5	0	well 7	3.183268e+02
Arginine	23	6.5	6	well 8	3.235389e+02
Arginine	24	6.5	22	well 9	3.124474e+02
Arginine	34	23.25	0	well 4	2.851931e+02
Arginine	35	23.25	6	well 5	2.777121e+02
Arginine	36	23.25	22	well 6	2.838089e+02
Arginine	37	23.25	0	well 7	2.730373e+02
Arginine	38	23.25	6	well 8	2.756877e+02
Arginine	39	23.25	22	well 9	2.667242e+02
Arginine	40	23.25	0	well 10	2.778224e+02
Arginine	41	23.25	6	well 11	2.713015e+02
Arginine	42	23.25	22	well 12	2.764071e+02
Arginine	49	30.25	0	well 7	2.592999e+02
Arginine	50	30.25	6	well 8	2.487742e+02
Arginine	51	30.25	22	well 9	2.431481e+02
Arginine	52	30.25	0	well 10	2.677187e+02
Arginine	53	30.25	6	well 11	2.521791e+02
Arginine	54	30.25	22	well 12	2.577783e+02
Arginine	55	30.25	0	well 13	2.575901e+02
Arginine	56	30.25	6	well 14	2.520209e+02
Arginine	57	30.25	22	well 15	2.440210e+02
Arginine	61	47.5	0	well 7	2.017140e+02
Arginine	62	47.5	6	well 8	1.685104e+02
Arginine	63	47.5	22	well 9	1.636478e+02
Arginine	64	47.5	0	well 10	2.059801e+02
Arginine	65	47.5	6	well 11	1.773104e+02
Arginine	66	47.5	22	well 12	1.655399e+02
Arginine	67	47.5	0	well 13	2.013971e+02
Arginine	68	47.5	6	well 14	1.736080e+02
Arginine	69	47.5	22	well 15	1.711060e+02
