Time	0	22	41	47	65	71	89	95	161
Glutamic acid	0	23.00571913	2.087121223	26.15155397	56.5066631	5.112382028	15.33714608	53.65972023	103.1595426
Serine	0	43.45524724	11.62059917	23.52066166	19.90986753	10.22476406	10.22476406	30.74521548	22.57566776
Glutamine	0	155.9276519	48.54520136	91.54828398	49.08064257	145.7028878	10.22476406	2.087121223	118.9659097
Histidine	0	17.8933371	7.23	7.525222588	12.69546277	10.22476406	2.556191014	20.12746817	29.59005027
Glycine	0	7.668573042	29.59005027	33.13202227	38.99064215	53.68001129	0	130.7577698	118.0469564
Threonine	0	92.0228765	21.79018529	35.11081351	77.98128429	12.78095507	0	71.42103209	113.9155276
Alanine	0	7.668573042	0	6.261363669	6.261363669	0	0	0	0
Arginine	0	38.34286521	17.22489792	18.52462978	30.10892905	17.04127343	13.63301874	16.74039501	23.37617181
Tyrosine	0	43.45524724	16.30093786	33.58903727	39.10220358	17.8933371	2.556191014	41.11152028	76.02967529
Cystine	0	40.89905622	30.74521548	17.08382349	27.29265148	46.01143825	0	58.8849361	38.65402599
Valine	0	92.0228765	28.99521469	34.73662009	71.32948619	12.78095507	2.556191014	54.86390275	80.21173714
Methionine	0	15.33714608	11.04400742	7.525222588	14.60984856	12.78095507	2.556191014	27.1325759	26.06813572
Tryptophan	0	7.668573042	2.087121223	6.261363669	5.522003712	2.556191014	2.556191014	9.097550495	11.04400742
Phenylalanine	0	46.01143825	16.30093786	40.25493634	47.04132332	12.78095507	5.112382028	82.46110037	25.04545468
Iso-leucine	0	89.46668549	30.74521548	29.21969712	63.68285346	10.22476406	2.556191014	42.62022143	71.1154208
Leucine	0	79.24192143	38.08638832	26.15155397	55.33823927	25.56191014	7.668573042	39.81973506	66.68997357
Lysine	0	112.4724046	36.39020198	34.8617975	70.37653924	38.34286521	15.33714608	74.70028163	114.2591649
Pyruvate	126.1233333	151.83	96.80166667	81.53833333	69.08666667	97.20333333	83.94833333	75.11166667	80.735
Pyroglutamate	0	0	0	0	0	0	0	0	0
