Time	0	22	41	47	65	71	89	95	161
Glutamic acid	2.556191014	17.83237155	3.615	25.64697497	12.69546277	9.564390989	16.56601114	11.62059917	17.8933371
Serine	15.33714608	31.16736635	4.174242446	16.30093786	22.08801485	27.29265148	6.261363669	3.615	33.23048318
Glutamine	30.67429217	114.2591649	11.62059917	57.19626146	79.63947011	110.0251445	16.69696978	0	0
Histidine	5.112382028	14.60984856	3.615	13.03406786	9.564390989	16.56601114	7.23	4.174242446	2.556191014
Glycine	20.44952811	34.48490213	14.60984856	31.16736635	7.525222588	50.65301743	23.70514027	21.18196698	38.34286521
Threonine	5.112382028	75.16534624	21.79018529	58.17791914	52.67655812	58.17791914	28.69317297	12.69546277	2.556191014
Alanine	7.668573042	18.78409101	10.845	16.56601114	16.56601114	38.08638832	10.845	37.56818202	30.67429217
Arginine	8.520636713	19.292548	7.263395097	18.28796758	10.50494645	23.407209	11.57887336	1.391414149	9.372700385
Tyrosine	0	41.69021378	7.23	28.23405258	22.57566776	34.3583516	16.30093786	16.69696978	12.78095507
Cystine	20.44952811	27.29265148	40.25493634	33.58903727	34.73662009	27.1325759	13.03406786	8.348484892	7.668573042
Valine	5.112382028	95.02706707	39.10220358	56.0422169	65.37055587	65.60336958	30.74521548	7.525222588	25.56191014
Methionine	5.112382028	15.05044518	2.087121223	9.097550495	10.43560612	16.30093786	7.23	3.615	7.668573042
Tryptophan	0	7.525222588	0	4.174242446	4.174242446	7.23	3.615	0	2.556191014
Phenylalanine	5.112382028	34.16764698	37.56818202	61.66728042	29.21969712	24.06985615	13.03406786	38.65402599	20.44952811
Iso-leucine	7.668573042	73.82038895	23.52066166	50.61	46.15323039	59.87528476	24.60679632	2.087121223	17.8933371
Leucine	17.8933371	61.66728042	5.522003712	39.65530324	40.30900613	61.77314708	21.69	3.615	17.8933371
Lysine	15.33714608	63.95587874	9.097550495	41.89866615	31.58387524	63.33991692	34.8617975	16.56601114	35.7866742
Pyruvate	0	0	0	0	0	0	0	0	0
Pyroglutamate	0	0	0	0	0	0	0	0	0
